,Cat,Maker,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Total_Sales
300,3W,EDMRC MANNSCHAFT LLP,0,0,0,0,16,29,36,49,89,20,239
301,3W,EEVEE ENGINEERING PVT LTD,0,0,0,11,13,5,14,20,1,0,64
302,3W,EFEV CHARGING SOLUTION PVT LTD,0,0,0,0,0,0,0,82,526,170,778
303,3W,E-GURU AUTO ENERGY,0,0,0,0,0,0,0,12,125,202,339
304,3W,EICHER MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1
305,4W,EICHER MOTORS LTD,0,3,0,0,0,0,0,0,0,0,3
306,2W,EICHER POLARIS PVT. LTD.,0,0,0,0,1,0,0,0,0,0,1
307,4W,EICHER TRACTORS,4,2,4,0,0,0,0,0,0,0,10
308,2W,EKO VEHICLE PRIVATE LIMITED,10,0,8,0,0,0,0,0,0,0,18
309,3W,EKO VEHICLE PRIVATE LIMITED,0,1,0,0,0,0,0,0,0,0,1
310,3W,ELECTRA INTERNATIONAL,0,0,39,58,23,19,0,0,7,8,154
311,2W,ELECTRECA VEHICLES,0,0,0,0,2,9,40,93,72,40,256
312,3W,ELECTRECA VEHICLES,0,0,0,4,181,29,9,0,0,0,223
313,2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),0,0,0,0,0,0,0,0,43,2,45
314,3W,ELECTROTECH TRANSMISSION PVT LTD,0,0,0,0,0,0,0,0,1,0,1
315,2W,ELECTROTHERM (I) LIMITED,178,136,26,4,0,0,0,0,0,0,344
316,3W,ELECTROTHERM (I) LIMITED,44,763,919,147,10,0,0,0,0,0,1883
317,4W,ELECTROTHERM (I) LIMITED,0,1,11,1,0,0,0,0,0,0,13
318,2W,ELECTROTHERM (INDIA) LIMITED,0,0,15,48,2,0,0,0,0,0,65
319,3W,ELECTROTHERM (INDIA) LIMITED,1,282,627,1184,270,60,35,5,4,0,2468
320,4W,ELECTROTHERM (INDIA) LIMITED,0,0,0,1,0,0,0,0,0,0,1
321,3W,ELEPHANTA INDUSTRIES PVT LTD,0,0,0,0,53,33,18,49,11,8,172
322,3W,ELGI EQUIPMENTS LTD           ,0,0,2,0,0,0,0,0,0,0,2
323,3W,ELITE AUTO ENGINEERS PVT LTD,0,55,50,85,16,75,229,509,1200,934,3153
324,2W,ELTHOR ENERGY PRIVATE LIMITED,0,0,0,0,0,0,402,735,230,82,1449
325,2W,EMOBI MANUFACTURY PRIVATE LIMITED,0,0,0,0,0,0,3,0,0,0,3
326,3W,E-MOTION AUTOMOTIVE INDUSTRY LLP,0,0,6,61,11,10,108,367,470,259,1292
327,3W,ENERGY ELECTRIC VEHICLES,0,361,1928,2606,2407,1324,3070,6263,11080,6782,35821
328,3W,ENGINIA VEHICLES PVT LTD,0,0,0,0,0,4,1,0,188,184,377
329,2W,ENGTIAN ELECTRIC BIKE PVT LTD,0,0,0,0,0,0,0,141,472,237,850
330,2W,ENIGMA AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,2,13,15
331,3W,ENTICE IMPEX PVT LTD,0,177,200,128,101,131,148,188,587,599,2259
332,3W,EPOWER VEHICLES PVT LTD,0,4,185,181,160,55,62,43,31,6,727
333,3W,ERISHA E MOBILITY PVT LTD,0,0,0,0,0,0,0,0,55,48,103
334,4W,ERISHA E MOBILITY PVT LTD,0,0,0,0,0,0,0,0,1,1,2
335,3W,ESCORT JCB LTD,0,1,0,0,0,0,0,0,0,0,1
336,4W,ESCORTS CONSTRUCTION EQUIPMENT LTD,0,4,0,2,0,0,0,0,0,0,6
337,3W,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,1,0,0,0,0,0,0,0,0,1
338,4W,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,1,0,0,0,0,1,1,5,0,8
339,2W,E-SPRINTO GREEN ENERGY PVT LTD,0,0,0,0,0,0,0,0,116,331,447
340,2W,ESSEL ENERGY INFRA PVT LTD,0,0,0,0,0,0,0,0,0,1,1
341,3W,ETHIRAJ AUTO UDYOG PVT LTD    ,0,0,0,1,0,0,0,0,0,0,1
342,3W,ETRIO AUTOMOBILES PVT LTD,0,0,0,0,0,0,75,179,80,6,340
343,4W,ETRIO AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,1,4,0,5
344,3W,EULER MOTORS PVT LTD,0,0,0,49,143,63,119,647,2595,2104,5720
345,4W,EULER MOTORS PVT LTD,0,0,0,0,0,0,0,7,3,2,12
346,4W,EVAGE AUTOMOTIVE PVT LTD,0,0,0,0,0,0,0,3,44,60,107
347,3W,EVBHARAT RANGE PRIVATE LIMITED,0,0,0,0,0,0,0,15,31,18,64
348,3W,EVCO AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,57,14,327,398
349,3W,EVERVE MOTORS PVT LTD,0,0,0,0,0,0,0,0,1,0,1
350,3W,EVEX AUTO INDIA PVT LTD,0,0,0,1,67,66,134,298,166,36,768
351,3W,EVOLUTION AUTOTECH,0,0,0,10,3,1,5,2,0,2,23
352,2W,EVTRIC MOTORS PVT LTD,0,0,0,0,0,0,0,162,540,123,825
353,2W,EXERVAL PVT LTD,0,0,0,0,0,0,0,127,83,13,223
