RecipeName,Cuisine,Quantity,Unit,Ingredient
Vegetable Biryani Recipe With Chatpata Aloo,Indian,3,,Red Yellow or Green Bell Pepper Capsicum
Vegetable Biryani Recipe With Chatpata Aloo,Indian,1,,Dry Red Chilli
Vegetable Biryani Recipe With Chatpata Aloo,Indian,2,,Potatoes Aloo  chopped into cubes
Vegetable Biryani Recipe With Chatpata Aloo,Indian,1,inch,Cinnamon Stick Dalchini
Vegetable Biryani Recipe With Chatpata Aloo,Indian,1/4,teaspoon,Whole Black Peppercorns
Vegetable Biryani Recipe With Chatpata Aloo,Indian,1,teaspoon,Cumin seeds Jeera
Vegetable Biryani Recipe With Chatpata Aloo,Indian,,,Lemon juice  from 1 lemon
Vegetable Biryani Recipe With Chatpata Aloo,Indian,,,Sunflower Oil
Vegetable Biryani Recipe With Chatpata Aloo,Indian,1,,Star anise
Vegetable Biryani Recipe With Chatpata Aloo,Indian,1,teaspoon,Black pepper powder
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,tablespoon,Lemon juice
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1/2,teaspoon,Turmeric powder Haldi
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1/3,cup,Curd Dahi / Yogurt
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,teaspoon,Cumin powder Jeera
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,,,Salt  to taste
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,teaspoon,Garam masala powder
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,teaspoon,Cumin seeds Jeera
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,,Star anise
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,2,,Pomfret fish
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,teaspoon,Red Chilli powder
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,2,,Onions sliced
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,teaspoon,Coriander Powder Dhania
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,tablespoon,Ginger  paste
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,2,,Dry Red Chillies
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,tablespoon,Sunflower Oil
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1/3,cup,Homemade tomato puree
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,2,,sprig Coriander Dhania Leaves
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1,tablespoon,Garlic  paste
Lagan Ki Machli Recipe - Delicious Pomfret Curry,Indian,1/2,inch,Cinnamon Stick Dalchini
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,,,Salt  as required
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,1/2,teaspoon,Mustard seeds
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,1,tablespoon,Raw Peanuts Moongphali
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,1,cup,Broken Wheat Dalia/ Godumai Rava
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,1,tablespoon,Ghee  or oil
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,2,tablespoons,Puliodarai Powder
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,1,,sprig Curry leaves
North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare,Indian,6,,Cashew nuts  halved
Recipe Wheat Phulka Yeast- Diabetic Friendly Baker's Yeast,Indian,1/2,cup,Ragi Flour Finger Millet/ Nagli
Recipe Wheat Phulka Yeast- Diabetic Friendly Baker's Yeast,Indian,,,Salt  to taste
Recipe Wheat Phulka Yeast- Diabetic Friendly Baker's Yeast,Indian,1,cup,Whole Wheat Flour
Recipe Wheat Phulka Yeast- Diabetic Friendly Baker's Yeast,Indian,1,teaspoon,Sunflower Oil
Recipe Wheat Phulka Yeast- Diabetic Friendly Baker's Yeast,Indian,,,Ghee  to serve
Cauliflower And Peas Bhurji Recipe,Indian,1/2,teaspoon,Turmeric powder Haldi
Cauliflower And Peas Bhurji Recipe,Indian,1/2,teaspoon,Mustard seeds
Cauliflower And Peas Bhurji Recipe,Indian,,,Salt  as per taste
Cauliflower And Peas Bhurji Recipe,Indian,1/2,cup,Green peas Matar
Cauliflower And Peas Bhurji Recipe,Indian,1,teaspoon,Sunflower Oil
Cauliflower And Peas Bhurji Recipe,Indian,2,cups,Cauliflower gobi  florets
Cauliflower And Peas Bhurji Recipe,Indian,5,,Green Chillies  finely chopped
Lemon Coconut Chia Energy Balls Recipe,Indian,1/4,cup,Chia Seeds
Lemon Coconut Chia Energy Balls Recipe,Indian,1/2,,Lemon juice
Lemon Coconut Chia Energy Balls Recipe,Indian,1,cup,Dates  pitted
Lemon Coconut Chia Energy Balls Recipe,Indian,1/2,cup,Badam Almond
Lemon Coconut Chia Energy Balls Recipe,Indian,1/2,cup,Fresh coconut  unsweetened and shredded  ½ cup shredded coconut for dusting the balls
Lemon Coconut Chia Energy Balls Recipe,Indian,1/2,teaspoon,Lemon zest
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1/2,cup,Tomato Ketchup
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1,cup,Homemade tomato puree
Stuffed Chicken Recipe With Mixed Vegetables,Indian,,,Salt  to taste
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1,,Chicken whole
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1,,Potato Aloo  boiled and mashed
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1,,Carrot Gajjar  grated and blanched
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1/2,teaspoon,Black pepper powder  freshly ground
Stuffed Chicken Recipe With Mixed Vegetables,Indian,3,tablespoon,Tandoori masala
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1/4,cup,Fresh cream
Stuffed Chicken Recipe With Mixed Vegetables,Indian,2,tablespoon,Coriander Dhania Leaves  chopped and more to garnish
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1/2,cup,Curd Dahi / Yogurt
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1,,Lemon juiced
Stuffed Chicken Recipe With Mixed Vegetables,Indian,4,tablespoon,Cashew nuts  ground to paste
Stuffed Chicken Recipe With Mixed Vegetables,Indian,2,teaspoon,Red Chilli powder
Stuffed Chicken Recipe With Mixed Vegetables,Indian,1,teaspoon,Chaat Masala Powder
Stuffed Chicken Recipe With Mixed Vegetables,Indian,2,tablespoon,Green peas Matar  boiled
Veggie Pearl Millet Tart Recipe,Indian,,,Red Chilli flakes  as required
Veggie Pearl Millet Tart Recipe,Indian,1,tablespoon,Sugar
Veggie Pearl Millet Tart Recipe,Indian,1/4,teaspoon,Black pepper powder
Veggie Pearl Millet Tart Recipe,Indian,1,teaspoon,Baking powder
Veggie Pearl Millet Tart Recipe,Indian,1/4,cup,Red Yellow and Green Bell Peppers Capsicum  finely chopped
Veggie Pearl Millet Tart Recipe,Indian,2,tablespoons,Chilled water
Veggie Pearl Millet Tart Recipe,Indian,1/2,cup,Whole Wheat Flour
Veggie Pearl Millet Tart Recipe,Indian,,,Salt  a pinch
Veggie Pearl Millet Tart Recipe,Indian,2,tablespoons,Paneer Homemade Cottage Cheese  crumbled
Veggie Pearl Millet Tart Recipe,Indian,1/4,cup,Britannia Cream Cheese
Veggie Pearl Millet Tart Recipe,Indian,4,tablespoons,Mozzarella cheese
Veggie Pearl Millet Tart Recipe,Indian,1,tablespoon,Sunflower Oil
Veggie Pearl Millet Tart Recipe,Indian,,,Dried oregano  as required
Veggie Pearl Millet Tart Recipe,Indian,75,grams,Butter  cold
Veggie Pearl Millet Tart Recipe,Indian,1/2,cup,Bajra Flour  Pearl Millet
Veggie Pearl Millet Tart Recipe,Indian,1/4,cup,Spinach  finely chopped
Egg Stuffed Paratha Recipe,Indian,,,Salt  to taste
Egg Stuffed Paratha Recipe,Indian,1/2,teaspoon,Black pepper powder
Egg Stuffed Paratha Recipe,Indian,1/4,cup,Coriander Dhania Leaves  finely chopped
Egg Stuffed Paratha Recipe,Indian,2,,Green Chillies  finely chopped
Egg Stuffed Paratha Recipe,Indian,1,,Onion finely chopped
Egg Stuffed Paratha Recipe,Indian,2,cups,Whole Wheat Flour
Egg Stuffed Paratha Recipe,Indian,2,tablespoons,Sunflower Oil  or ghee for making parathas
Egg Stuffed Paratha Recipe,Indian,4,,Whole Eggs
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,3,,Tomatoes chopped
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,,,pinch Kasuri Methi Dried Fenugreek Leaves  generous pinch
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,1/2,teaspoon,Turmeric powder Haldi
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,1,cup,Green peas Matar
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,11/2,teaspoon,Red Chilli powder
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,10,,cloves Garlic  finely chopped
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,,,Salt  to taste
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,1,teaspoon,Cumin seeds Jeera
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,1,teaspoon,Coriander Powder Dhania
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,20,,Cashew nuts
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,1/2,teaspoon,Garam masala powder
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,2,,Onions finely chopped
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,2,inch,Ginger  finely chopped
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,2,tablespoon,Sunflower Oil
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,1,,to 2 teaspoon Almond Milk Badam Milk  or water
Matar Masala Recipe - Peas In Onion Tomato Gravy,Indian,3,,Green Chillies  finely chopped
Millet Potato Paratha Recipe,Indian,1/2,teaspoon,Turmeric powder Haldi
Millet Potato Paratha Recipe,Indian,,,Salt  to taste
Millet Potato Paratha Recipe,Indian,1,teaspoon,Cumin seeds Jeera
Millet Potato Paratha Recipe,Indian,1/2,cup,Whole Wheat Flour
Millet Potato Paratha Recipe,Indian,1/2,teaspoon,Chaat Masala Powder
Millet Potato Paratha Recipe,Indian,1,teaspoon,Green Chilli  coarsely crushed
Millet Potato Paratha Recipe,Indian,2,cups,Bajra Flour  Pearl Millet
Millet Potato Paratha Recipe,Indian,1,teaspoon,Ginger  grated
Millet Potato Paratha Recipe,Indian,1/2,teaspoon,Ajwain Carom seeds
Millet Potato Paratha Recipe,Indian,,,Lukewarm Water  as required
Millet Potato Paratha Recipe,Indian,1,cup,Potatoes Aloo  boiled and mashed
Millet Potato Paratha Recipe,Indian,1/2,teaspoon,Red Chilli powder
Millet Potato Paratha Recipe,Indian,1,cup,Methi Leaves Fenugreek Leaves  chopped finely
Millet Potato Paratha Recipe,Indian,,,Sunflower Oil  for smearing
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,Indian,2,cups,Curd Dahi / Yogurt
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,Indian,3,,Dry Red Chillies
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,Indian,,,Salt  to taste
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,Indian,1/2,teaspoon,Kashmiri Red Chilli Powder
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,Indian,1,,Green Chilli  chopped
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,Indian,1/4,cup,Raw Peanuts Moongphali
Crunchy Carrot Peanut Raita Recipe - Gajar Moongphali Raita,Indian,11/2,cups,Carrot Gajjar  grated
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,,,Salt  to taste
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,1/2,teaspoon,Garam masala powder
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,1/4,teaspoon,Kashmiri Red Chilli Powder
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,1,,Onion finely chopped
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,1/4,teaspoon,Coriander Powder Dhania
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,1/4,teaspoon,Amchur Dry Mango Powder
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,1/2,cup,Green peas Matar  steamed
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,,,Butter  or ghee for brushing
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,,,Sunflower Oil  as needed
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,2,,Potatoes Aloo  boiled
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,8,,Phyllo Sheets  thawed
Baked Potato & Peas Samosa With Phyllo Pastry Recipe,Indian,1/4,teaspoon,Cinnamon Powder Dalchini
Mushroom Biryani Recipe,Indian,2,cups,Basmati rice
Mushroom Biryani Recipe,Indian,1,teaspoon,Garam masala powder
Mushroom Biryani Recipe,Indian,1/3,teaspoon,Turmeric powder Haldi
Mushroom Biryani Recipe,Indian,2,,Cardamom Elaichi Pods/Seeds
Mushroom Biryani Recipe,Indian,1,tablespoon,Ginger  grated
Mushroom Biryani Recipe,Indian,,,Coriander Dhania Leaves  Few sprigs
Mushroom Biryani Recipe,Indian,1,teaspoon,Red Chilli powder
Mushroom Biryani Recipe,Indian,2,teaspoon,Coriander Powder Dhania
Mushroom Biryani Recipe,Indian,,,Sunflower Oil  and Ghee as required
Mushroom Biryani Recipe,Indian,2,,Tomatoes finely chopped
Mushroom Biryani Recipe,Indian,1,,Bay leaf tej patta
Mushroom Biryani Recipe,Indian,1,tablespoon,Garlic  minced
Mushroom Biryani Recipe,Indian,2,cups,Button mushrooms
Mushroom Biryani Recipe,Indian,2,,Onions thinly sliced
Mushroom Biryani Recipe,Indian,3,,Green Chillies  slit
Mushroom Biryani Recipe,Indian,1,cup,Coconut milk
Mushroom Biryani Recipe,Indian,1/2,inch,Cinnamon Stick Dalchini
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,,,Sunflower Oil  for deep/shallow frying
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1/2,teaspoon,Cumin powder Jeera
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,4,tablespoons,Instant Oats Oatmeal
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,,,Salt  to taste
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1/2,teaspoon,Garam masala powder
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1,teaspoons,Ginger Garlic Paste
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1/4,teaspoon,Amchur Dry Mango Powder
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1,cup,Sweet Potato  boiled mashed
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1/4,teaspoon,Turmeric powder Haldi
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1/2,cup,Green Moong Sprouts
Moong Sprouts And Sweet Potato Cutlet Recipe,Indian,1/2,teaspoon,Red Chilli powder
Croquettes Recipe With Bhetki Fish,Indian,1,cup,Whole Wheat Bread crumbs  or more for coating
Croquettes Recipe With Bhetki Fish,Indian,5,,Bhetki fish  Or sea bass steaks
Croquettes Recipe With Bhetki Fish,Indian,,,Sunflower Oil  for frying
Croquettes Recipe With Bhetki Fish,Indian,1,inch,Cinnamon Stick Dalchini
Croquettes Recipe With Bhetki Fish,Indian,,,Salt  to taste
Croquettes Recipe With Bhetki Fish,Indian,3,,Potatoes Aloo  boiled and mashed
Croquettes Recipe With Bhetki Fish,Indian,2,,Cardamom Elaichi Pods/Seeds
Croquettes Recipe With Bhetki Fish,Indian,1,tablespoon,All Purpose Flour Maida
Croquettes Recipe With Bhetki Fish,Indian,2,,cloves Garlic  finely chopped
Croquettes Recipe With Bhetki Fish,Indian,2,,Onion finely chopped
Croquettes Recipe With Bhetki Fish,Indian,2,,Bay leaves tej patta
Croquettes Recipe With Bhetki Fish,Indian,1,tablespoon,Tomato Ketchup
Croquettes Recipe With Bhetki Fish,Indian,1,,Whole Egg  whipped
Croquettes Recipe With Bhetki Fish,Indian,2,,cloves Garlic  crushed
Croquettes Recipe With Bhetki Fish,Indian,1,tablespoon,Sunflower Oil
Croquettes Recipe With Bhetki Fish,Indian,1,,Onion quartered
Croquettes Recipe With Bhetki Fish,Indian,1/4,teaspoon,Sugar  optional
Croquettes Recipe With Bhetki Fish,Indian,1,teaspoon,Black pepper powder
Croquettes Recipe With Bhetki Fish,Indian,3,,Green Chillies  finely chopped
Methi Pakoras Recipe,Indian,,,Sunflower Oil  for deep frying
Methi Pakoras Recipe,Indian,,,Salt  to taste
Methi Pakoras Recipe,Indian,1,teaspoon,Red Chilli powder
Methi Pakoras Recipe,Indian,1/2,cup,Methi Leaves Fenugreek Leaves
Methi Pakoras Recipe,Indian,1,cup,Gram flour besan
Methi Pakoras Recipe,Indian,1/2,teaspoon,Ajwain Carom seeds
Methi Pakoras Recipe,Indian,1/4,teaspoon,Asafoetida hing
Methi Pakoras Recipe,Indian,1/4,cup,Rice flour
Methi Pakoras Recipe,Indian,1/2,tablespoon,Coriander Dhania Seeds  crushed
Methi Pakoras Recipe,Indian,1/4,teaspoon,Turmeric powder Haldi
Leftover Dal Paratha Recipe,Indian,4,tablespoon,Coriander Dhania Leaves  finely chopped
Leftover Dal Paratha Recipe,Indian,11/2,cup,Whole Wheat Flour
Leftover Dal Paratha Recipe,Indian,,,Salt  to taste
Leftover Dal Paratha Recipe,Indian,11/2,teaspoon,Kashmiri Red Chilli Powder
Leftover Dal Paratha Recipe,Indian,3,tablespoon,Onions  finely chopped
Leftover Dal Paratha Recipe,Indian,,,Ghee  or oil as required
Leftover Dal Paratha Recipe,Indian,1,cup,Arhar dal Split Toor Dal  cooked
Leftover Dal Paratha Recipe,Indian,1/4,cup,Curd Dahi / Yogurt
Red Lentil Curry Without Coconut Recipe,Indian,1/2,teaspoon,Cumin powder Jeera
Red Lentil Curry Without Coconut Recipe,Indian,1/2,teaspoon,Turmeric powder Haldi
Red Lentil Curry Without Coconut Recipe,Indian,1,cup,Tomatoes  chopped
Red Lentil Curry Without Coconut Recipe,Indian,,,Salt  to taste
Red Lentil Curry Without Coconut Recipe,Indian,1,teaspoon,Garam masala powder
Red Lentil Curry Without Coconut Recipe,Indian,1/2,inch,Ginger
Red Lentil Curry Without Coconut Recipe,Indian,1,cup,Masoor Dal Whole
Red Lentil Curry Without Coconut Recipe,Indian,1,teaspoon,Red Chilli powder
Red Lentil Curry Without Coconut Recipe,Indian,1,teaspoon,Kasuri Methi Dried Fenugreek Leaves  optional
Red Lentil Curry Without Coconut Recipe,Indian,1,teaspoon,Coriander Powder Dhania
Red Lentil Curry Without Coconut Recipe,Indian,2,,Green Chillies  chopped optional
Red Lentil Curry Without Coconut Recipe,Indian,1,tablespoon,Sunflower Oil
Red Lentil Curry Without Coconut Recipe,Indian,3,,cloves Garlic
Red Lentil Curry Without Coconut Recipe,Indian,1,,Onion sliced thin
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,500,ml,Milk
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,3,tablespoons,Cashew nuts  halved
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,3,tablespoons,Raisins
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,2,,Saffron strands
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,1,cup,Water
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,1/2,cup,Semiya Vermicelli  roasted
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,1,tablespoon,Ghee
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,1/4,teaspoon,Cardamom Powder Elaichi
Semia Pudding Recipe - Vermicelli Kheer Recipe,Indian,1/2,cup,Sugar
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1,,Red Bell pepper Capsicum  finely chopped
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1/2,teaspoon,Turmeric powder Haldi
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,2,teaspoons,Sunflower Oil
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1,cup,Homemade tomato puree
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,3,,cloves Garlic  grated
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1/2,teaspoon,Coriander Powder Dhania
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1/4,teaspoon,Cumin seeds Jeera
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1,inch,Ginger  grated
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1,teaspoon,Red Chilli powder
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,500,grams,Brussel sprouts  quartered
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1/4,teaspoon,Mustard seeds
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1/2,teaspoon,Garam masala powder
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1,,Onion finely chopped
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,,,Salt  to taste
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,5,,sprig Coriander Dhania Leaves  finely chopped
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1,,Bay leaf tej patta
Indian Spiced Brussel Sprouts Sabzi Recipe (Brussel Sprouts Stir Fry),Indian,1/4,teaspoon,Cumin powder Jeera
Veg Tunday Kabab Recipe,Indian,1/2,teaspoon,Cloves Laung
Veg Tunday Kabab Recipe,Indian,1/8,teaspoon,Saffron strands
Veg Tunday Kabab Recipe,Indian,1,teaspoon,Coriander Dhania Seeds
Veg Tunday Kabab Recipe,Indian,3,,Green Chilli
Veg Tunday Kabab Recipe,Indian,1/4,teaspoon,Fennel seeds Saunf
Veg Tunday Kabab Recipe,Indian,2,,Star anise
Veg Tunday Kabab Recipe,Indian,,,Salt  to taste
Veg Tunday Kabab Recipe,Indian,150,grams,Paneer Homemade Cottage Cheese
Veg Tunday Kabab Recipe,Indian,1/2,teaspoon,Black pepper powder
Veg Tunday Kabab Recipe,Indian,1,teaspoon,Yellow mustard seeds  and black mustard
Veg Tunday Kabab Recipe,Indian,1,teaspoon,Kalonji Onion Nigella Seeds
Veg Tunday Kabab Recipe,Indian,1/2,teaspoon,Sesame seeds Til seeds
Veg Tunday Kabab Recipe,Indian,3/4,teaspoon,Turmeric powder Haldi
Veg Tunday Kabab Recipe,Indian,1/4,teaspoon,Anardana Powder Pomegranate Seed Powder
Veg Tunday Kabab Recipe,Indian,,,Sunflower Oil  as needed
Veg Tunday Kabab Recipe,Indian,100,grams,Curd Dahi / Yogurt
Veg Tunday Kabab Recipe,Indian,1/2,teaspoon,Red Chilli powder
Veg Tunday Kabab Recipe,Indian,1/4,teaspoon,Black Salt Kala Namak
Veg Tunday Kabab Recipe,Indian,1,inch,Cinnamon Stick Dalchini
Veg Tunday Kabab Recipe,Indian,5,,cloves Garlic
Veg Tunday Kabab Recipe,Indian,1,teaspoon,Cumin seeds Jeera
Veg Tunday Kabab Recipe,Indian,1,,Cardamom Elaichi Pods/Seeds
Veg Tunday Kabab Recipe,Indian,1,inch,Ginger
Veg Tunday Kabab Recipe,Indian,3/4,teaspoon,Methi Seeds Fenugreek Seeds
Veg Tunday Kabab Recipe,Indian,1,,Bay leaf tej patta
Veg Tunday Kabab Recipe,Indian,1,,Onio n
Veg Tunday Kabab Recipe,Indian,3/4,teaspoon,Amchur Dry Mango Powder
Coriander Garlic Baked Chicken Recipe,Indian,2,,Green Chillies
Coriander Garlic Baked Chicken Recipe,Indian,6,,Chicken legs
Coriander Garlic Baked Chicken Recipe,Indian,,,Salt  to taste
Coriander Garlic Baked Chicken Recipe,Indian,,,Sunflower Oil  a required
Coriander Garlic Baked Chicken Recipe,Indian,1,teaspoon,Cumin seeds Jeera
Coriander Garlic Baked Chicken Recipe,Indian,,,Mixed vegetables  Onion
Coriander Garlic Baked Chicken Recipe,Indian,1,inch,Ginger
Coriander Garlic Baked Chicken Recipe,Indian,6,,sprig Coriander Dhania Leaves  roughly chopped
Coriander Garlic Baked Chicken Recipe,Indian,1,,Onion roughly chopped
Coriander Garlic Baked Chicken Recipe,Indian,6,,cloves Garlic
Karupatti Coffee Recipe,Indian,1,tablespoon,Coriander Dhania Seeds
Karupatti Coffee Recipe,Indian,1,teaspoon,Cumin seeds Jeera
Karupatti Coffee Recipe,Indian,1,cup,Water
Karupatti Coffee Recipe,Indian,1,teaspoon,Fennel seeds Saunf
Karupatti Coffee Recipe,Indian,1/4,Cup,Dry ginger powder
Karupatti Coffee Recipe,Indian,1,tablespoon,Palm jaggery
Karupatti Coffee Recipe,Indian,1,teaspoon,Whole Black Peppercorns
Whole Wheat Beetroot Paratha Recipe,Indian,,,Water  as required
Whole Wheat Beetroot Paratha Recipe,Indian,,,Salt  to taste
Whole Wheat Beetroot Paratha Recipe,Indian,1,teaspoon,Cumin powder Jeera  roasted
Whole Wheat Beetroot Paratha Recipe,Indian,1,teaspoon,Red Chilli powder
Whole Wheat Beetroot Paratha Recipe,Indian,,,Ghee  or oil to cook paratha
Whole Wheat Beetroot Paratha Recipe,Indian,2,,Beetroot s
Whole Wheat Beetroot Paratha Recipe,Indian,2,cups,Whole Wheat Flour
Whole Wheat Beetroot Paratha Recipe,Indian,1/4,teaspoon,Turmeric powder Haldi
Palak Kichadi Recipe,Indian,1,inch,Cinnamon Stick Dalchini
Palak Kichadi Recipe,Indian,1/2,cup,Pink Masoor Dal Split
Palak Kichadi Recipe,Indian,1/2,teaspoon,Garam masala powder  optional
Palak Kichadi Recipe,Indian,1/2,,Tomato sliced
Palak Kichadi Recipe,Indian,50,grams,Tofu  diced
Palak Kichadi Recipe,Indian,2,,Green Chillies  slit
Palak Kichadi Recipe,Indian,1,,Onion finely chopped
Palak Kichadi Recipe,Indian,1/3,cup,Broccoli  florets cleaned
Palak Kichadi Recipe,Indian,,,Ghee  or oil as required
Palak Kichadi Recipe,Indian,3,,cloves Garlic  cut into strips
Palak Kichadi Recipe,Indian,1,cup,Spinach Leaves Palak  tightly packed and cleaned
Palak Kichadi Recipe,Indian,1,,Bay leaf tej patta
Palak Kichadi Recipe,Indian,1/2,teaspoon,Cumin seeds Jeera
Palak Kichadi Recipe,Indian,1/2,cup,Rice
Palak Kichadi Recipe,Indian,2,pinch,Asafoetida hing
Palak Kichadi Recipe,Indian,1/4,cup,Green peas Matar
Palak Kichadi Recipe,Indian,1/4,teaspoon,Turmeric powder Haldi
Palak Kichadi Recipe,Indian,1,tablespoon,Garlic  finely chopped
