Unnamed: 0,Recipe Name,Ingredients,Calories,Sugar (g),Total Fat (g),Saturated Fat (g),Cuisine,diabetic_friendly,non_diabetic_friendly
104,Goan Pork Vindaloo recipes,"4-6 red chilis, 1 bay leaf, 1½ tsp cumin seeds, 1½ tsp coriander seeds, 1 two inch piece cinnamon stick, 6 cloves, 10 peppercorns, 1 tsp mustard seeds, 2 lbs boneless pork loin chops, trimmed of excess fat, cut into one inch pieces, 2 large potatoes, peeled and diced, 1 box chicken broth, 32 oz, 1 large onion, diced, 4 cloves garlic. chopped, 1 one-inch piece ginger, chopped, 1 tsp turmeric, 1-2 tsp tamarind concentrate, ¼ cup cider vinegar, or more to taste, salt, pepper",4910.836300984857,27.680847374089804,258.4304145111452,77.84324823531654,Goan,False,False
105,Goan monkfish & prawn curry,"2 tsp brown sugar, 2 tsp hot red pepper flakes, 3 garlic cloves, peeled, 1 tbsp ginger, peeled and grated, 2 banana shallots, finely chopped, 1 tbsp tamarind paste, vegetable oil, 140g tomato purée, 1½ tbsp cider vinegar, 400ml coconut milk, salt, 4 red chillies, finely sliced, 400g trimmed monkfish, cut into bite size pieces, 12 large tiger prawns, ½ tsp mustard seeds, a pinch of dried curry leaves, Masala spices, 1 tsp whole cloves, 1 tbsp coriander seeds, 1 tsp cumin seeds, 3 black peppercorns, ½ tsp ground turmeric, ½ star anise",1612.0029939601352,35.490687855902166,110.70404901598457,75.47300757651745,Goan,False,False
106,Goan Fish Curry recipes,"2 lbs firm white fish (I used hake loins from Costco, which come in the frozen section), 1 lemon, masala, 1 jalapeño, chopped finely, 2 cans of coconut milk, 2 tablespoons coconut oil or ghee, salt, chopped cilantro, 2 tablespoons tamarind paste (I used the jarred concentrate from Whole Foods, but if you can find real tamarind paste at an Asian grocer, it will be a heck of a lot better), 1 onion, 2 tomatoes, 8 dried red chilies (I used arbol chilies), 3 large garlic cloves, 2 cm piece of fresh ginger, peeled, 2 tablespoons ground cumin, 2 tablespoons ground coriander, 1 tsp turmeric, 1 tsp red chili powder, Optional: 1/2 cup of shredded coconut",3378.716045301394,26.46228237228157,256.91416498647845,212.95787984763533,Goan,False,False
107,Goan Seafood Curry recipes,"70 ml vegetable oil, 1 onion, thinly sliced, 30 gm ginger, finely grated, 3 garlic cloves, finely chopped, 2 star anise, 2 vine-ripened tomatoes, coarsely chopped, 400 ml coconut cream, 200 ml fish stock or chicken stock, 2 long green chillies, split lengthways, 2 tbsp white vinegar, 1 tbsp caster sugar, 500 gm firm white skinless fish fillets, such as blue-eye trevalla, cut into 4cm pieces, 12 uncooked prawns, cleaned, tails intact, 8 fresh curry leaves, 1 tsp brown mustard seeds, coriander, jasmine rice, Spice mix 6 small dried red chillies, 1 tbsp ground coriander, 2 tsp ground cumin, ½ tsp ground cloves",2846.0543197656007,29.511470134893333,225.23598925047995,133.81375430332076,Goan,False,False
108,Goan Lamb and Coconut Curry,"* 1 leg of lamb meat, * 4 tablespoon vegetable oil, * 2 coconut shelled and grated, * 1 teaspoon turmeric, * 1 tablespoon brown mustard seed, * 20 curry leaf, * 1 tablespoon cumin seed, * 2 onion finely chopped, * 2 tablespoon garlic and ginger paste, * 2 tablespoon garlic and ginger paste, * 1 tablespoon garam masala, * 1 large bunch of fresh coriander, * 400ml thick coconut milk, * salt and pepper to taste, * salt and pepper to taste, * 3 tablespoon white wine vinegar",2122.31367074281,17.713092690359062,196.95927307011164,113.79261568996272,Goan,False,True
109,Pomfret Curry Goan Style,"* 1/2 fresh coconut grated, * 2 onion chopped(1 for curry other for paste), * 7 green chilie (5 for paste and rest for curry), * 2.5 tsp coriander seed (dhaniya), * 2 t turmeric, * ginger chopped, * 12 garlic clove, * 1 and 1/2 cup coriander leaf (1 cup for paste rest for curry), * 1 tbsp cumin seed, * 14 curry leaf, * 1 raw mango (chopped into big slice just like you cut mango) or, tamarind, * 1/2 tomato (optional), * 3 tbsp oil, * salt a per taste, * 2 cup water",1037.823223568,77.15152600082,54.69470147095001,10.618294104803802,Goan,False,False
110,Coconut Based Goan Prawn Pulao recipes,"1/2 cup Freshly grated coconut, 2 Green chilies (roughly chopped), 1/2 cup Coriander leaves, 5 cloves, 3 Cardamom, 1 inch Cinnamon stick, 4 tbsp Ghee (clarified butter), 1 large Onion (sliced), 1 1/4 cup Basmati Rice, 250 grams Prawns/Shrimps, 1 tsp Garam masala, 2 tsp Salt",1725.321,13.863370000000002,69.11195000000002,44.81671500000001,Goan,False,True
111,Goan Coconut Chicken Curry recipes,"500 gm mixed chicken pieces (with or without bones);, 1 tbsp poppy seeds;, 2 tbsp cumin seeds;, 2 tbsp coriander seeds;, 2 dried red chillies;, 1 tbsp garlic paste;, 1 tsp ginger paste;, 1 cup fresh grated coconut;, 2 onions, chopped;, 2 tomatoes, chopped;, 1 tsp garam masala;, 1/2 tsp turmeric powder;, 1 cup coconut milk;, 1 sprig fresh curry leaves;, 1 1/2 cup water;, salt, oil",2344.753331417233,27.524069999998563,184.3379000245973,90.79881784981028,Goan,False,False
112,Gujarati Vadi Pulao,"¾ cup long grained rice, 2 + 1 tablespoons oil, 2 finely chopped green chilies, 1 spring curry leaves, 1 tablespoon chana dal, 1 tablespoon urad dal, 1 teaspoon mustard seeds, ½ teaspoon turmeric powder, ½ teaspoon lemon juice, A generous pinch of asafetida, Salt to taste, 1+1/2 cups water",797.5806041676757,7.523416666683124,17.31716000000031,1.4995416666667185,Gujarati,True,True
113,Mango Buttermilk Soup Gujarati-Style,"1 cup ripe mango, pureed, 2 cups yogurt, 1 1/2 tablespoons chickpea flour, 6 cups cold water, 2 mediums hot green chillies, minced (or to taste), 1 tablespoon ginger, minced, 1/2 teaspoon turmeric, 1/4 cup coriander, chopped, Salt to taste, Sugar to taste (according to how sweet your mangoes are- remember that Gujarati Kadh, 1 tablespoon ghee, 1 teaspoon cumin seeds, 5 curry leaves (optional), 4 cloves, 1/4 teaspoon asafoetida",765.0048912187266,77.75604232192764,34.26393750004967,18.744316250002136,Gujarati,False,False
114,Gujarati Pickle Masala,"1.25 cup Kashmiri Chili Powder, 1/3 cup Methi Kuria/Crushed fenugreek seeds, 2 tbsp Whole peppercorns/ Sabut Kali Mirch, 1 CUP Rai Kuria/ Crushed yellow mustard seeds, 3/4 cup Salt, 2 tbsp Asafoetida/ hing, 2 tbsp Turmeric/ Haldi, 1 cup Sesame oil or Mustard oil, 1/4 cup Fennel Seeds/ Saunf coarsely crushed",3339.4600000197897,20.0401200002933,286.48640000114,38.45702800011773,Gujarati,False,False
115,Gujarati Khandvi,"1 cup gram flour, 1 cup curd, 1 ½ cup water, 1tsp ginger paste, 1 tsp green chilli paste, a pinch asafoetida, juice of ¼ lemon, ½ tsp turmeric powder, salt to taste, 1 tsp mustard seeds, 1 tsp sesame seeds, 2 strands curry leaves, 2 green chilli chopped, a pinch of asafoetida, 1 tbsp oil",788.9702500018461,21.64258208335428,32.7043516667705,5.906818750017501,Gujarati,False,False
116,Gujarati Dal,"1 Cup toovar (arhar) dal, 0.5 cup chopped yam (suran), 2 tablespoon peanuts, 2 pieces dry dates (kharek), 1 tablespoon ghee, 1 tablespoon oil, 0.25 teaspoon mustard seeds ( rai / sarson), 0.25 teaspoon cumin seeds (jeera), 0.25 teaspoon fenugreek (methi) seeds, 7 pieces curry leaves (kadi patta), 2 pieces cloves (laung / lavang), 2 pieces cinnamon (dalchini), 2 pieces round red chillies (boriya mirch), 0.25 teaspoon asafoetida (hing), 5 pieces kokum, 0.25 Cup chopped tomatoes, 2 tablespoon grated jaggery (gur), 1 teaspoon lemon, 5 teaspoon ginger (adrak), 2 pieces slit green chillies, 0.25 teaspoon chilli powder, 0.25 teaspoon turmeric powder (haldi), Salt to taste, 2 tablespoon chopped coriander (dhania)",1388.9833333316485,49.146716666657696,40.90919249984887,10.71604249998071,Gujarati,False,False
117,Gujarati Khaman Dhokla,"2 Cups of gram flour, 1 tsp of powdered sugar, 11/2 tbsp of fresh lemon juice, 3 tbsp of curd (Indian Yogurt), 4-5 green chillies, 1 tsp Mustard seeds, 1 tsp Sesame seeds, Shredded coconut powder, A pinch of baking soda (or Eno), A pinch of baking powder, 6-7 tbsp oil, Fresh cilantro leaves, finely chopped for garnishing, Salt as per taste, 1/2 tsp Red chili powder",1696.9920275000832,36.10441272494685,108.04880410004355,9.008709244998572,Gujarati,False,False
118,gujarati surati dal recipe,"* 3/4 cup pigeon pea lentil (tuvar dal or arhar dal), * 2 medium size tomato, chopped, * 1 green chili, chopped (hari mirch), * 1/4 teaspoon turmeric powder (haldi), * 1/4 or 1/2 teaspoon red chili powder (lal mirch powder), * 2 tablespoon unroasted raw peanut, * 1 sprig curry leaf (kadi patta), * 1/2 inch ginger, finely chopped (adrak), * 1 or 1.5 tablespoon jaggery or sugar, * 1/2 or 1 tablespoon lemon juice",747.4657499971859,28.655748749716967,11.340322499847728,1.5046974999805458,Gujarati,False,False
119,Traditional Gujarati Khaman Dhokla,"1 cup Gram Flour, 1/2 cup Curd, 1 PInch Turmeric, 1/4 tsp Salt, 1 tsp Mustard Seeds, 1 Chopped Green Chili, 4 Green Chillies (Mark a cut in between them), 2 Inch Grated Ginger, 1/2 Tbsp Chopped Coriander Leaves, 1 Tsp Fruit Salt (ENO), 1-1/2 Tbsp Oil, 1-1/2 Tsp Sugar, 20 Leaves Curry Leaves, 1-1/4 Cup Water (1/4 cup for making batter & 1 cup for seasoning)",814.1570000007832,31.35858625000801,33.401464583341465,4.269783333337963,Gujarati,False,False
120,Gujarati Kadhi Recipe,"* 1 1/2 cup plain yogurt, * 2 tablespoon besan (gram flour), * 1/2 teaspoon ginger paste or freshly grated or crushed, * 3 green chilie chopped finely, * 1/4 teaspoon turmeric powder, * 3 teaspoon sugar do not skip it, * salt to taste, * 3 cup water, * 1 tablespoon cilantro or coriander leaf for garnishing, * 2 teaspoon ghee (clarified butter), * 1/2 teaspoon mustard seed, * 1/2 teaspoon cumin seed, * 1 dried red chilie, * cinnamon stick, * 4 clove, * a pinch hing (asafoetida), * 6-7 curry leaf",476.20324143891867,38.28049500487223,22.26940809844473,13.205630573239327,Gujarati,False,False
121,Gujarati Kadhi,"2 tablespoon besan (bengal gram flour), 1.5 cups curd (dahi), 1.0 teaspoon ginger-green chilli paste, 2 pieces curry leaves (kadi patta), 2 tablespoon sugar, 2 tablespoon chopped coriander (dhania), Salt to taste, 0.5 teaspoon cumin seeds (jeera), 0.5 teaspoon mustard seeds ( rai / sarson), A pinch of hing, 1 piece of red chilli, 2 teaspoon ghee",607.0606875029636,36.72039999958848,26.589401250435536,11.37389416693646,Gujarati,False,False
122,Gujarati Dal,"1/2 cup (118 grams) split pigeon peas (toor dal), 1/2 teaspoon ground turmeric, 1/4 cup (43 grams) raw peanuts, 1 medium Roma tomato (100 grams), diced, 2 pieces kokam pods (or 1/2 teaspoon tamarind paste), 3/4 teaspoon salt, 1 3/4 teaspoons (12 grams) crushed or grated jaggery (or brown sugar), 1 1/2 teaspoons vegetable oil, 1/2 teaspoon black mustard seeds, 1/4 teaspoon cumin seeds, 1 teaspoon ground coriander, 1/2 teaspoon red chile powder, 1 pinch asafetida, 2 cloves, 1 serrano pepper or Thai chile pepper, minced (optional), 5 to 6 fresh curry leaves, 1/2 teaspoon lime juice, Chopped cilantro, for garnish, White rice and ghee, for serving, White rice and ghee, for serving",624.440106763645,23.855871714598823,36.27905236715284,6.661860654622024,Gujarati,False,False
123,Gujarati Sweet and Sour Lentils,"1 cup toor dal, 1⁄4 cup ghee or peanut oil, 1⁄4 cup roasted unsalted peanuts, 3⁄4 tsp. cumin seeds, 1⁄2 tsp. black mustard seeds, 1⁄4 tsp. asafetida, 1⁄4 tsp. fenugreek seeds, 16 fresh curry leaves, 2 chiles de arbol, broken in half, 2 plum tomatoes, cored and roughly chopped, 4 tbsp. finely chopped jaggery or packed brown sugar, 2 tbsp. tamarind concentrate, 2 tsp. hot paprika, 1 tsp. tumeric, 1 tsp. ground coriander, 1 tsp. ground cumin, 3 tbsp. fresh lemon juice, Kosher salt, to taste, 2 tbsp. roughly chopped cilantro",1270.4567499958391,75.47665416564861,77.59087749999645,12.356719999998994,Gujarati,False,False
124,Bateta Vatana Nu Rasawalu Shaak (Gujarati Potato & Pea Curry),"2 medium white potatoes (400 grams), 2 teaspoons vegetable oil, 1/8 teaspoon black mustard seeds, 1/8 teaspoon cumin seeds, 1 Thai chile pepper (10 grams), sliced into thin round slices (optional), 1 Roma tomato (100 grams), diced into 1/2-inch pieces, 1/2 teaspoon grated ginger, 1/8 teaspoon ground turmeric, 1 teaspoon ground coriander, 1/4 teaspoon ground cumin, 1/4 teaspoon red chile powder, Salt, to taste, 1/4 cup frozen peas, 1/2 teaspoon garam masala, Cilantro, for garnish",351.8457345889145,8.066068112500053,10.795784217297896,0.8217206392077583,Gujarati,True,True
125,"Carrot, Onion, and Spinach Bhajias With Mango Chutney","4 large soft ripe mangos, about 2½lb once you've peeled and pitted them, chopped into small bite-size pieces, 3½ cups light brown sugar, 1 cinnamon stick, 1 tsp kalonji (black onion or nigella) seeds (optional), 3 dried red chiles, ripped so that the seeds can fall out, 2 tbsp peeled and julienned fresh ginger, 2⅓ cups distilled malt vinegar, ⅔ cup bourbon, Good pinch of salt, Vegetable oil, for frying—you won't need more than 1 quart, 2 carrots, 1 large red onion, 1¼-inch piece fresh ginger, peeled, Good handful of spinach leaves, roughly chopped, 1 red chile, finely chopped, 2 tbsp roughly chopped fresh cilantro, 1 tsp cumin seeds, 1 tsp ground turmeric, 1 tsp garam masala, ½ tsp ground asafetida/hing (optional), Juice of 1 lemon, Good pinch of sea salt, ¾ cup gram (chickpea) flour",8079.484378644807,740.8379200000002,511.42296406258095,34.77630429297938,Gujarati,False,False
126,Jumbo Shrimp with Garlic and Mustard Seeds,"2 teaspoons mustard seeds, 2 tablespoons unsalted butter, 6 fresh curry leaves (optional), 5 cloves of garlic, crushed, 1/4 teaspoon salt, 1/2 teaspoon chili powder, 1/2 fresh red chili, very finely chopped, 1/4 teaspoon ground turmeric, 11 ounces jumbo shrimp, shelled, 1/2 lemon, 2 scallions, very finely sliced, to garnish",551.4699301076388,3.4495022222222227,26.641371025090272,14.831642090807636,Gujarati,True,True
127,Khaman Dhokla,"1/2 cup chana dal or split Bengal gram, 1/4 cup plain yogurt (full fat or non-fat), 3/4 teaspoon salt, 1/2 teaspoon turmeric, 1/2 teaspoon smashed green chile pepper (Serrano or Thai chile pepper) (optional), 1 teaspoon grated ginger, 1/4 teaspoon sugar, 1/2 teaspoon Eno fruit salt (or generous 1/4 teaspoon baking soda + scant 1/4 teaspoon citric acid powder), 1 tablespoon vegetable oil, 1/2 teaspoon black mustard seeds",555.1710000000318,14.835012500004202,22.46325000000035,2.852866250000033,Gujarati,False,True
128,Bateka Nu Shaak,"2 tbsp. vegetable oil or ghee, 1/2 tsp. brown mustard seeds, 1/2 tsp. cumin seeds, 1 medium onion, 1/4-inch dice, 2 garlic cloves, minced, 2 tsp. ginger paste, 2 Roma tomatoes, diced, 1/2 tsp. turmeric powder, 1 1/2 tsp. cumin powder, 1 1/2 tsp. coriander powder, 1 tsp. red chili powder (or to taste), 2 tsp. garam masala, 2 large Russet potatoes, 1-inch dice, Salt to taste",960.164,13.033479999999996,31.55267,2.41129,Gujarati,False,True
129,Cardamom Cookies aka Naan Khatai,"1 cup All purpose flour, 2 tablespoons Semolina, 1 1/2 cups sugar, 1/2 cup ghee or 1 stick butter, 2 teaspoons Crushed Cardamom powder, Pinch Baking Powder, 2 tablespoons Pistachios sliced, 2 tablespoons Almond sliced, 2 teaspoons Rose Water (Optional), 1 to 2 teaspoons Warm Milk, 1 cup Whole-Wheat Flour, 1 tablespoon Chickpea Flour",2733.341624995562,303.22474999997604,67.0506749997338,31.07034749997915,Gujarati,False,False
130,Meera Sodha's Mum's Chicken Curry,"2 tablespoons ghee or unsalted butter, 1 tablespoon canola oil, 1 teaspoon cumin seeds, two 1 3/4-inch cinnamon sticks, 2 large onions, finely chopped, one 2 1/2-inch piece ginger, peeled and grated, 6 cloves garlic, crushed, 2 fresh green chiles (or 1 teaspoon chili powder), Salt, 3/4 cup plus 2 tablespoons strained tomatoes (such as Pomì), 3/4 cup plus 2 tablespoons strained tomatoes (such as Pomì), 2 tablespoons tomato paste, 1 1/2 teaspoons ground cumin, 1/2 teaspoon ground turmeric, 3 tablespoons whole-milk yogurt (plus extra for serving), 2 pounds 3 ounces skinless chicken legs, or 1 3/4 pounds skinless, boneless chicken thighs, 3 tablespoons ground almonds, 1 teaspoon garam masala",1003.6026422087835,35.41913624985413,64.53276292724452,20.4937693904657,Gujarati,False,False
131,"Indian Cauliflower nu Bhanolu, Gluten Free, Vegan and Paleo","1 1/4 cups Finely chopped cauliflower florets, 1 tablespoon green chili asnd ginger paste, 1 1/2 cups coconut milk, 6 tablespoons Garbanzo flour (aka Besan flour), 1 teaspoon sugar, 1 teaspoon Fresh lemon juice, 2 teaspoons salt (or to taste), 3 1/4 teaspoons Vegetable oil for greasing and tempering (I use coconut oil), 1/2 teaspoon Brown mustard seeds, 1/2 teaspoon cumin seeds, 1 pinch Hing (asafoetida) (optional)",1037.9291041738054,7.204829166682509,88.86089166768446,65.35516458339879,Gujarati,True,True
132,Sambhariyu Shaak ( Gujarati Recipe),"* 10 tendli (ivy gourd), * 6 peeled baby potato, * 1/2 cup sweet potato, peeled and, * 4 medium size brinjal (baingan eggplant), * 4 tbsp oil, * 1/4 tsp asafoetida (hing), * to be mixed together for the stuffing, * 5 tbsp freshly grated coconut, * 1/2 cup finely chopped coriander (dhania), * 5 tsp coriander cumin seed (dhania jeera) powder, * 1 tsp chilli powder, * 2 tsp ginger green chilli paste, * 1 tbsp sugar, * 1/2 tsp turmeric powder (haldi), * salt to taste, * 2 tsp besan (bengal gram flour)",2049.686500001605,99.97902166648652,81.78087083336005,13.233334999888449,Gujarati,False,False
133,gujarati khatti meethi dal recipe,"* 1.5 tablespoon ghee, * 1/2 teaspoon mustard seed (rai), * 1/2 teaspoon cumin seed (sabut jeera), * 1/4 teaspoon sabut methi (fenugreek seed), * 2 to 3 small dry red chilie (sookhi lal mirch) or 1 regular to large, dry red chili halved and deseeded, * 6 to 7 curry leaf (kadi patta), * 1 pinch asafoetida (hing), * 3 to 4 clove (lavang)",221.0853750002004,4.753396562501351,20.21816800000538,11.993484618751976,Gujarati,True,True
134,gujarati trevti dal recipe,"* 1/3 cup chana dal (husked and split bengal gram), * 1/3 cup moong dal (husked and split mung bean), * 1/3 cup arhar dal (tuvar dal or husked and split pigeon pea), * 1/2 teaspoon turmeric powder (haldi), * 2.5 cup water for pressure cooking, * 1/2 inch ginger plus 1 green chili crushed to a paste in mortar pestle, * 1/2 inch ginger plus 1 green chili crushed to a paste in mortar pestle, or 1 teaspoon ginger green chili paste, * 1/2 teaspoon cumin seed (jeera), * 1 small tomato, chopped about 1/3 cup chopped tomato, * 1/2 teaspoon red chili powder (lal mirch powder), * 1 pinch asafoetida (hing), * 3 clove (lavang), * 1 small to medium tej patta (indian bay leaf), * 1 or 2 dry red chilie (sookhi lal mirch), * 1 teaspoon lime juice or add a required, * 1 cup of water to be added later, * 2 tablespoon oil",820.8509583336521,18.687863125012232,34.01822437500711,2.770626291668868,Gujarati,False,True
135,Gujarati Dahi Kadhi Recipe,"2 Cups Fresh Dahi/ Curd, 5 Tbsp Bengal Gram Flour /Besan, 2 ½ Tsp Ghee, 2 Pinches Of Hing/ Asafoetida, 6 Kadi Patta /Curry Leaves, 1 ½ Tbsp Sugar, 1/2 Tsp Jeera/ Cumin Seeds, 1/2 Tsp Rai/ Sarson/ Mustard Seeds, Salt, As Needed, 1 Tbsp Ginger-Garlic-Green Chilli Paste, Finely Chopped Dhania / Coriander For Garnish",773.5172935431206,34.991573749615654,34.00761352133258,14.789096624291153,Gujarati,False,False
136,Masala Puri ( Gujarati Recipe),"1 Cup Whole Wheat Flour (gehun ka atta), 0.25 tsp Turmeric Powder (haldi), 0.25 tsp Asafoetida (hing), 0.5 tsp Chilli Powder, 1 tbsp Oil, Salt to taste, Oil for deep-frying, Fresh Curd for Serving",974.9647086,3.768015,58.591415,6.300147144,Gujarati,True,True
137,Gujarati Moong Dal recipes,"1 cup yellow moong dal (You can find it easily in Indian grocery stores or even any supermarket), salt, ¾ tsp turmeric powder, 1.5 cups yogurt, 1 tbsp oil, ½ tsp mustard seeds, 1.5 tsp green chili paste, 1.5 tsp ginger paste, 1 tbsp garlic paste, Few drops of lime juice",407.9238541665544,21.89314379167651,26.67705741666834,8.876825133333524,Gujarati,False,False
138,Gujarati Kadhi Recipe,"Curd - 400 gms. (2 cup), Gram flour - 80 gms. (1/2 cup), Oil - 2-3 table spoon., Cumin seeds - 1/2 tea spoon., Mustard seeds - 1/2 tea spoon., Fenugreek seeds - 1/2 tea spoon., Curry leaves - 6-7, Turmeric powder - 1/4 tea spoon., Green chilli - 1-2 (chopped), Ginger - 1 inch long piece or 1 tea spoon ginger paste., Salt - 11/2 tea spoon, Jaggery or sugar - 1 tea spoon., Red chilli - 2, Red chilli powder - less than 1/4 tea spoon., Coriander leaves - 2 table spoon (chopped)",1124.571500000008,32.153506250001804,58.9488375,10.170313125000014,Gujarati,False,False
139,Gujarati Khichdi - Plain Khichdi Recipe |,"* 1 cup green gram mung dal, * 3/4 cup rice, * salt to taste, * 1 tbsp ghee, * water 4 cup, * a pinch turmeric(optional)",639.5390000007851,0.0475862500080774,13.592414583341512,8.158338333337962,Gujarati,True,True
140,Gujarati Dal & Subji Masala,"2 cups Hot Red Chilli Powder, 1/2 cup Methi Kuria, (Coarsely ground fenugreek seeds), 1/8 cup Rai Kuria, (Cracked Mustard Seed), 10 Cloves, 1 tbsp Whole Mustard Seeds, 1 tsp Castor Oil, refiend, 3-4 tbsp Olive Oil, 1 tsp Sea Salt, 10 Dried and Crushed Curry Leaves, 1-1/4 tsp Amchur (Dried Mango Powder), Regular Salt to taste",1575.394125018267,20.314081875355505,101.1038081257931,14.885093125132828,Gujarati,False,False
141,Grandma’s Gujarati Dal,"1 cup split pigeon peas tuver dal or toor dal, 4 to 5 pieces kokum or use lemon juice or tamarind, see substitutes in my notes below, 3 tbsp brown sugar or jaggery, 1 Serrano chili or to taste, 1 tsp ginger grated, 3 tbsp peanuts raw, 2 tbsp ghee use coconut oil or canola oil to keep it vegan, 1/2 tsp mustard seeds, 1/2 tsp cumin seeds, 1/8 tsp fenugreek seeds optional, 1/2 tsp turmeric, 1/2 tsp chili powder or to taste, 1 tsp salt or to taste, big handful chopped cilantro",755.1131249956292,36.29774499953229,43.92313624977229,24.84036149997093,Gujarati,False,False
142,Gujarati Dry Mung Bean Curry,"1 1/2 cups mung beans, 1 small pinch baking powder, 1 tablespoon sunflower oil, 1 teaspoon mustard seeds, 2 teaspoons cumin seeds, 1/4 teaspoon asafoetida (optional), 6 curry leaves, 1 tablespoon garlic, minced, 2 mediums hot chillies, minced, 1 medium tomato, chopped, 1/2 teaspoon turmeric, 1 tablespoon lemon juice or to taste, 1 teaspoon cinnamon powder, Salt to taste, Sugar to taste, 1/4 cup chopped coriander",1400.76078237588,36.43464732499445,23.21237500005885,3.2803200000031167,Gujarati,False,False
143,"easy khandvi recipe, gujarati snack recipe","* 1 cup bengal gram flour(besan flour), * 1 cup fresh curd mixed with 1 1/2 cup of water, * 2 tsp ginger green chilli paste, * 1/4 tsp turmeric powder, * a pinch of asafoetida (hing), * salt to taste, * 3 1/4 tsp oil, * 1 tsp mustard seed, * 5 to 6 curry leaf, * 2 tbsp freshly grated coconut, * 2 tbsp finely chopped coriander (dhania)",589.4317500007517,11.430253541693403,27.351330208317,4.954970624957691,Gujarati,False,True
144,Green Garbanzo In Gujarati Coconut Masala,"2 Cups Fresh Green Garbanzo Beans, peeled, 1 Medium Potato, cut into small pieces, 1 Small Tomato, chopped, 1/2 Onion, chopped, 1/2 cup Coconut, grated, 1 tbsp Ginger, grated, 1 tsp Green Garlic, 3-4 Green Chilies, chopped, 1/2 cup Cilantro, chopped, 1/8 cup Mint, chopped, 1 tsp Cumin-Coriander Powder, 1/4 tsp Turmeric Powder, 1/2 tsp Cumin Seeds, 1/2 cup Milk + 1/4 cup Water Mix, 2 tbsp Oil, 1 tbsp Lemon Juice, Pinch of Asafoetida (Hing), Salt to taste, Chopped Cilantro for garnish",2280.319859375146,67.089237968743,71.29058250000539,18.86954434375204,Gujarati,False,False
145,Gujarati Aloo Matar Recipe | How to make A,"* 2 medium or 2 cup potato peeled and cubed, * 1 cup green pea, * 1 large or 3/4 cup tomato chopped in medium chunk, * 2 tablespoon oil, * 1/4 teaspoon mustard seed, * 1 teaspoon cumin seed, * 1/2 inch ginger, * 1 green chili, * salt to taste, * 2 teaspoon red chili powder, * 1/2 teaspoon turmeric powder, * 1 teaspoon coriander powder, * 1 teaspoon cumin powder, * 1 1/2 cup water or more or less, depend on the size, shape and, * 1 tablespoon cilantro or coriander leaf chopped finely",782.921999999996,17.945659999999847,31.61979999999992,2.582394999999998,Gujarati,False,True
146,Ringan nu Dahiwalu Bharthu,"1 medium sized aubergine/bhartha nu ringan, to yield 1 cup of roasted mashed aubergine, 1+1/2 cup hung yogurt (hung for 4 hours), 1/2 cup spring onions, chopped, 1/4 cup coriander, finely chopped, 1/4 cup green garlic, chopped or, 1 tablespoon garlic, grated, 1 teaspoon ginger, grated, 1 green chili, minced, 1 teaspoon oil, 1 spring curry leaves, 1/2 teaspoon mustard seeds, 1 teaspoon urad dal/split black gram (optional), 1/2 teaspoon sesame seeds, 1/2 teaspoon Gujarati achar masala/methiyo (optional), 1/4 cup pomegranate arils to garnish, salt to taste",628.1565000020285,46.86663333335475,23.35338166677672,8.72620500000979,Gujarati,False,False
147,Instant Pot Trevti Dal | Gujarati Trevti Dal,"1/4 cup Moong Dal, 1/4 cup Channa Dal, 1/4 cup Toor Dal, 1.5 tsp Salt, 1/4 tsp Sugar, 1 tsp Oil, 1 tsp Cumin, 1/4 tsp Hing, 1/2 tsp Turmeric, 2 cups Water, 1 Bay leaf, 2 Cloves, 1 Cardamon, 1 tbsp Lemon Juice, 2 Green chili, 1.5 inch Ginger piece, 1 tbsp Cilantro, 1 tbsp Cilantro",369.9447500000924,14.14510666666199,9.216909999999205,0.9390749999998922,Gujarati,False,True
148,Gujarati-style chana dal with bottle gourd and curry leaves,"1 cup chana dal, soaked in hot water for about 1 hour and drained, 250 g bottle gourd, diced into thin, 1 cm-square pieces (about 2½ cups worth), 2"" piece ginger, minced, 2 small green chiles, minced, ½ tsp cumin powder, ½ tsp coriander powder, ½ tsp asafoetida, 1½ tsp salt, 1½ Tbsp vegetable oil, 1 tsp mustard seeds, 2-3 whole dried red chiles (boriya marcha), 12-14 fresh curry leaves (kaddipatta), ½ tsp sugar, small handful coriander (cilantro), coarsely chopped, steamed basmati rice to serve",1081.3801000003798,27.81402900000004,36.28949500002258,2.77338386000126,Gujarati,False,False
